date,headline,source,url,company
2025-10-03,"Day Trading Guide for October 3, 2025: Intraday supports, resistances for Nifty50 stocks",BusinessLine,https://www.thehindubusinessline.com/portfolio/day-trading-guide/day-trading-guide-for-october-03/article70118031.ece,TCS
2025-10-02,"TCS hiring, cybersecurity moves under US, UK lens",The Times of India,https://timesofindia.indiatimes.com/business/india-business/tcs-hiring-cybersecurity-moves-under-us-uk-lens/articleshow/124280510.cms,TCS
2025-10-02,"Why a global ‘Made in India’ brand on the lines of Apple or Prada remains elusive, and how to fix it",The Times of India,https://economictimes.indiatimes.com/opinion/et-commentary/why-a-global-made-in-india-brand-on-the-lines-of-apple-or-prada-remains-elusive-and-how-to-fix-it/articleshow/124277211.cms,TCS
2025-10-02,Hexaware faces $500 million patent lawsuit,Livemint,https://www.livemint.com/companies/hexaware-500-million-patent-lawsuit-natsoft-updraft-software-it-firm-complaint-breach-of-contract-11759409639681.html,TCS
2025-10-02,"Core Banking Software Market Size to Hit USD 38.21 Billion by 2032, Surging Mobile Banking and Omnichannel Platforms Aid Growth Globally | SNS Insider",GlobeNewswire,https://www.globenewswire.com/news-release/2025/10/02/3160446/0/en/Core-Banking-Software-Market-Size-to-Hit-USD-38-21-Billion-by-2032-Surging-Mobile-Banking-and-Omnichannel-Platforms-Aid-Growth-Globally-SNS-Insider.html,TCS
2025-10-02,"After IT firms, US lawmakers put the H-1B screws on academia",Livemint,https://www.livemint.com/industry/h1b-visa-for-academics-visa-cap-enforcement-act-tom-cotton-h1b-bill-us-university-h1b-cap-11759387469682.html,TCS
2025-10-02,"TCS Layoffs: 'Those Affected Being Provided Support,' Company Says Amid Restructuring",Ndtvprofit.com,https://www.ndtvprofit.com/business/tcs-layoffs-those-affected-being-provided-support-company-says-amid-restructuring,TCS
2025-10-02,"IT sector sees subdued growth in FY26, AI-powered rebound in next fiscal: Report",BusinessLine,https://www.thehindubusinessline.com/info-tech/it-sector-sees-subdued-growth-in-fy26-ai-powered-rebound-in-next-fiscal-report/article70117246.ece,TCS
2025-10-02,"TCS Layoffs: IT giant offering two years' severance package to laid off employees, says report — Key details",Livemint,https://www.livemint.com/companies/news/tcs-layoffs-it-giant-offering-two-years-severance-package-to-laid-off-employees-says-report-key-details-11759390562534.html,TCS
2025-10-02,Lok Sabha MP Raja Ram Singh asks for government intervention in “illegal” TCS layoffs,BusinessLine,https://www.thehindubusinessline.com/info-tech/lok-sabha-mp-raja-ram-singh-asks-for-government-intervention-in-illegal-tcs-layoffs/article70117083.ece,TCS
2025-10-02,ETMarkets Smart Talk: From BFSI to Healthcare: Key long-term themes for investors over the next 3-5 years from Unmesh Kulkarni,The Times of India,https://economictimes.indiatimes.com/markets/expert-view/etmarkets-smart-talk-from-bfsi-to-healthcare-key-long-term-themes-for-investors-over-the-next-3-5-years-says-unmesh-kulkarni/articleshow/124270131.cms,TCS
2025-10-02,Proton e.MAS 5 estimated pricing to be revealed on 4 Oct,SoyaCincau.com,https://soyacincau.com/2025/10/02/proton-emas-5-estimated-pricing-reveal-4-oct/,TCS
2025-10-01,2024 Nissan Z Sport 6-Speed,Bringatrailer.com,https://bringatrailer.com/listing/2024-nissan-z-9/,TCS
2025-10-01,"‘Misinformation, mischievous’: TCS rejects NITES claims about IT major ‘forcing’ 2,500 Pune employees to resign",Livemint,https://www.livemint.com/companies/news/misinformation-mischievous-tcs-rejects-nites-claims-about-it-major-forcing-2-500-pune-employees-to-resign-11759338785836.html,TCS
2025-10-01,TCS drags SpiceJet to court over unpaid tech bills of Rs 2.34 crore,The Times of India,https://economictimes.indiatimes.com/industry/transportation/airlines-/-aviation/tcs-drags-spicejet-to-court-over-unpaid-tech-bills-of-rs-2-34-crore/articleshow/124264182.cms,TCS
2025-10-01,"Grassley, Durbin Take Aim at Tech, Finance and Retail Sectors for Favoring H-1B Visa Holders over American Workers",Freerepublic.com,https://freerepublic.com/focus/f-chat/4343735/posts,TCS
2025-10-01,"TCS 'Forced' Around 2,500 Employees To Resign, Alleges IT Staff Union",Ndtvprofit.com,https://www.ndtvprofit.com/business/tcs-forced-around-2500-employees-to-resign-alleges-it-employee-union,TCS
2025-10-01,"TCS allegedly forced around 2,500 employees in Pune to resign: NITES",BusinessLine,https://www.thehindubusinessline.com/info-tech/tcs-allegedly-forced-around-2500-employees-in-pune-to-resign-nites/article70116523.ece,TCS
2025-10-01,"TCS layoffs 2025: IT firm allegedly asks 2,500 Pune employees to resign: Report",The Times of India,https://economictimes.indiatimes.com/tech/information-tech/tcs-layoffs-2025-it-firm-allegedly-asks-2500-pune-employees-to-resign-report/articleshow/124262303.cms,TCS
2025-10-01,"TCS allegedly forced around 2,500 employees in Pune to resign: NITES",The Times of India,https://economictimes.indiatimes.com/tech/information-tech/tcs-allegedly-forced-around-2500-employees-in-pune-to-resign-nites/articleshow/124262303.cms,TCS
2025-10-01,"TCS allegedly forced around 2,500 employees in Pune to resign: NITES",Livemint,https://www.livemint.com/companies/news/tcs-allegedly-forced-around-2-500-employees-in-pune-to-resign-nites-11759330969798.html,TCS
2025-10-01,Chennai net leasing to scale two decade high in 2025,The Times of India,https://economictimes.indiatimes.com/industry/services/property-/-cstruction/chennai-net-leasing-to-scale-two-decade-high-in-2025/articleshow/124248021.cms,TCS
2025-10-01,"Stock Market Highlights 1 October 2025: Sensex, Nifty rebound from 8-day slump after RBI holds repo rate steady at 5.5%",BusinessLine,https://www.thehindubusinessline.com/markets/share-market-nifty-sensex-highlights-1st-oct-2025/article70113673.ece,TCS
2025-09-30,"TCS to lay off 30,000 employees? Here's what the IT major has to say amid job cut reports",Livemint,https://www.livemint.com/companies/news/tcs-to-lay-off-30-000-employees-heres-what-the-it-major-has-to-say-amid-job-cut-reports-11759246942679.html,TCS
2025-09-30,"Cloud Computing in Automotive Strategic Intelligence Report 2025: Suppliers Embrace the Cloud for Agility and Integration, OEMs Lead Shift to Scalable Platforms, Adoption Across the Value Chain",GlobeNewswire,https://www.globenewswire.com/news-release/2025/09/30/3158842/28124/en/Cloud-Computing-in-Automotive-Strategic-Intelligence-Report-2025-Suppliers-Embrace-the-Cloud-for-Agility-and-Integration-OEMs-Lead-Shift-to-Scalable-Platforms-Adoption-Across-the-V.html,TCS
2025-09-30,Plasma membrane recycling drives reservoir formation during Toxoplasma gondii intracellular replication,Plos.org,https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.3003415,TCS
2025-09-30,Commensal to pathogen switch in Streptococcus pneumoniae is influenced by a thermosensing master regulator,Plos.org,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1013545,TCS
2025-09-30,MPs press outsourcer TCS over Jaguar cyber attack,ComputerWeekly.com,https://www.computerweekly.com/news/366632156/MPs-press-outsourcer-TCS-over-Jaguar-cyber-attack,TCS
2025-09-30,‘Cruel joke’: How Indian H-1B dreams are crash-landing after Trump fee hike,Freerepublic.com,https://freerepublic.com/focus/f-chat/4343430/posts,TCS
2025-09-30,Senators Draft Plan to Curb Hidden L-1 Visa Migration Program,Breitbart News,https://www.breitbart.com/economy/2025/09/30/senators-draft-plan-to-curb-hidden-l-1-visa-migration-program/,TCS
2025-09-30,"Did Tata Consultancy Services Fire 80,000 Employees? Here's The Truth About TCS Layoff Rumours",Ndtvprofit.com,https://www.ndtvprofit.com/business/did-tata-consultancy-services-fire-80000-employees-heres-the-truth-about-tcs-layoff-rumours,TCS
2025-09-30,"Scattered Spider, ShinyHunters Restructure – New Attacks Underway",Securityaffairs.com,https://securityaffairs.com/182799/cyber-crime/scattered-spider-shinyhunters-restructure-new-attacks-underway.html,TCS
2025-09-30,TCS layoff rumours: 6 coping tricks to survive amid massive job cuts,The Times of India,https://timesofindia.indiatimes.com/education/news/tcs-layoff-rumours-6-coping-tricks-that-actually-work-to-survive-amid-massive-job-cuts/articleshow/124228112.cms,TCS
2025-09-30,Advantest Launches Power Optimization Solution to Enhance Energy Efficiency and Sustainability in Semiconductor Testing,GlobeNewswire,https://www.globenewswire.com/news-release/2025/09/30/3158302/0/en/Advantest-Launches-Power-Optimization-Solution-to-Enhance-Energy-Efficiency-and-Sustainability-in-Semiconductor-Testing.html,TCS
2025-09-30,TCS layoffs: Techies share humiliation and hopelessness on social media as India's biggest IT company announces job cuts,The Times of India,https://economictimes.indiatimes.com/news/new-updates/tcs-layoffs-techies-share-humiliation-and-hopelessness-on-social-media-as-indias-biggest-it-company-announces-job-cuts/articleshow/124226736.cms,TCS
2025-09-30,October seasonality favours bulls as Nifty advanced in 7 of last 10 years. What’s in store this time?,The Times of India,https://economictimes.indiatimes.com/markets/stocks/news/october-seasonality-favours-bulls-as-nifty-advanced-in-7-of-last-10-years-whats-in-store-this-time/articleshow/124225917.cms,TCS
2025-09-30,Trump's visa storm masked TCS's AI woes. They are back in focus,Livemint,https://www.livemint.com/companies/tcss-former-ai-boss-quits-reflects-uncertain-ai-path-amid-h-1b-visa-hit-scrutiny-11758784475323.html,TCS
2025-09-30,"Day Trading Guide for September 30, 2025: Intraday supports, resistances for Nifty50 stocks",BusinessLine,https://www.thehindubusinessline.com/portfolio/day-trading-guide/day-trading-guide-for-september-30/article70108830.ece,TCS
2025-09-29,Too Big To Fail Cyber Edition,Forrester.com,https://www.forrester.com/blogs/too-big-to-fail-cyber-edition/,TCS
2025-09-29,UK grants £1.5B loan to Jaguar Land Rover after cyberattack,Securityaffairs.com,https://securityaffairs.com/182757/security/uk-grants-1-5b-loan-to-jaguar-land-rover-after-cyberattack.html,TCS
2025-09-29,"TCS layoffs: Panic grips employees amid ‘forced resignations’, report reveals unseen ‘human suffering’",Livemint,https://www.livemint.com/companies/news/tcs-layoffs-panic-grips-employees-amid-forced-resignations-report-reveals-unseen-human-suffering-11759158406914.html,TCS
2025-09-29,Restrictive immigration policies will hinder the US tech sector,Verdict,https://www.verdict.co.uk/us-tech-sector-h-18-visas-crisis/,TCS
2025-09-29,Requiem for a Visa,Rand.org,https://www.rand.org/pubs/commentary/2025/09/requiem-for-a-visa.html,TCS
2025-09-29,"Tata Sons to mop up over ₹7,400 crore in Tata Capital IPO",BusinessLine,https://www.thehindubusinessline.com/markets/tata-sons-to-mop-up-over-over-7400-crore-in-tata-capital-ipo/article70108856.ece,TCS
2025-09-29,Schneider Electric Unveils Liquid Cooling Portfolio with Motivair Featuring Dedicated Solutions and Services for HPC and AI Workloads,Financial Post,https://financialpost.com/globe-newswire/schneider-electric-unveils-liquid-cooling-portfolio-with-motivair-featuring-dedicated-solutions-and-services-for-hpc-and-ai-workloads,TCS
2025-09-29,Schneider Electric Unveils Liquid Cooling Portfolio with Motivair Featuring Dedicated Solutions and Services for HPC and AI Workloads,GlobeNewswire,https://www.globenewswire.com/news-release/2025/09/29/3157885/0/en/Schneider-Electric-Unveils-Liquid-Cooling-Portfolio-with-Motivair-Featuring-Dedicated-Solutions-and-Services-for-HPC-and-AI-Workloads.html,TCS
2025-09-29,UK government bails out Jaguar Land Rover with £1.5B loan after hack disrupts vehicle production for weeks | TechCrunch,TechCrunch,https://techcrunch.com/2025/09/29/uk-government-bails-out-jaguar-land-rover-with-1-5b-loan-after-hack-disrupts-vehicle-production-for-weeks/,TCS
2025-09-29,UK government bails out Jaguar Land Rover with £1.5B loan after hack disrupts vehicle production for weeks,Yahoo Entertainment,https://finance.yahoo.com/news/uk-government-bails-jaguar-land-140002937.html,TCS
2025-09-29,"TCS leases 1.75 million sq. ft. in Bengaluru, commits ₹15.37 crore monthly",BusinessLine,https://www.thehindubusinessline.com/news/real-estate/tcs-leases-175-million-sq-ft-in-bengaluru-commits-1537-crore-monthly/article70108880.ece,TCS
2025-09-29,Modified 49k-Mile 2013 Nissan 370Z 6-Speed,Bringatrailer.com,https://bringatrailer.com/listing/2013-nissan-370z-9/,TCS
2025-09-29,AI in Lab Automation Market Trends and Top Principal Companies,GlobeNewswire,https://www.globenewswire.com/news-release/2025/09/29/3157757/0/en/AI-in-Lab-Automation-Market-Trends-and-Top-Principal-Companies.html,TCS
2025-09-29,"Accenture Mass Layoffs 2025: BPO Firm Cuts Jobs To Save $1B, Says Industry Widely Affected By AI",International Business Times,https://www.ibtimes.com/accenture-mass-layoffs-2025-bpo-firm-cuts-jobs-save-1b-says-industry-widely-affected-ai-3784737,TCS
2025-09-29,$75 billion gone from Tata stocks in 2025 so far. What’s ailing India’s top conglomerate?,The Times of India,https://economictimes.indiatimes.com/markets/stocks/news/75-billion-gone-from-tata-stocks-in-2025-so-far-whats-ailing-indias-top-conglomerate/articleshow/124212313.cms,TCS
2025-09-29,Tata Motor's JLR begins phased return to UK manufacturing after cyber attack,The Times of India,https://economictimes.indiatimes.com/news/international/business/tata-motors-jlr-begins-phased-return-to-uk-manufacturing-after-cyber-attack/articleshow/124210968.cms,TCS
2025-09-29,Bhashini: Overcoming the language barrier to deliver faster services,BusinessLine,https://www.thehindubusinessline.com/blchangemakers/bhashini-overcoming-the-language-barrier-to-deliver-faster-services/article70108270.ece,TCS
2025-09-29,Tata Group loses $75 Billion in market cap as risks grow,Bloomberg,https://www.bloomberg.com/news/articles/2025-09-29/india-s-tata-group-loses-75-billion-in-market-cap-as-risks-grow,TCS
2025-09-29,Market correction opens opportunities in domestic sectors: Pankaj Pandey,The Times of India,https://economictimes.indiatimes.com/markets/expert-view/market-correction-opens-opportunities-in-domestic-sectors-pankaj-pandey/articleshow/124206394.cms,TCS
2025-09-29,"Waaree Energies shares rise after co addresses CBP inquiry, assures U.S. compliance",The Times of India,https://economictimes.indiatimes.com/markets/stocks/news/waaree-energies-shares-in-focus-after-co-addresses-cbp-inquiry-assures-u-s-compliance/articleshow/124204451.cms,TCS
2025-09-29,"BEL, BDL shares in focus as Indian Army issues Rs 30,000 crore tender for ‘Anant Shastra’ air defence systems",The Times of India,https://economictimes.indiatimes.com/markets/stocks/news/bel-bdl-shares-in-focus-as-indian-army-issues-rs-30000-crore-tender-for-anant-shastra-air-defence-systems/articleshow/124204104.cms,TCS
2025-09-29,‘Cruel joke’: How Indian H-1B dreams are crash landing after Trump fee hike,Al Jazeera English,https://www.aljazeera.com/features/2025/9/29/cruel-joke-how-indian-h-1b-dreams-are-crash-landing-after-trump-fee-hike,TCS
2025-09-29,Wanted: A country without job fears!,BusinessLine,https://www.thehindubusinessline.com/specials/corporate-file/wanted-a-country-without-job-fears/article70097093.ece,TCS
2025-09-29,Sept-end listing deadline looms large for Tata Sons,The Times of India,https://economictimes.indiatimes.com/markets/ipos/fpos/sept-end-listing-deadline-looms-large-for-tata-sons/articleshow/124202691.cms,TCS
2025-09-29,JLR seeks £2 billion to absorb financial shocks,The Times of India,https://economictimes.indiatimes.com/industry/auto/auto-news/jlr-seeks-2-billion-to-absorb-financial-shocks/articleshow/124199662.cms,TCS
2025-09-28,Globant S.A. (GLOB): A Bull Case Theory,Yahoo Entertainment,https://finance.yahoo.com/news/globant-glob-bull-case-theory-234327367.html,TCS
2025-09-28,Trump’s visa fee hike is not the only worry. Hostility mounts for Indian IT in US,Livemint,https://www.livemint.com/companies/tcs-cognizant-pulled-up-by-us-lawmakers-hire-act-h-1b-visa-reform-11759053915235.html,TCS
2025-09-28,"IndusInd Bank, Wipro, Infosys, TCS are Emkay’s preferred picks amid volatility. Here’s why",The Times of India,https://economictimes.indiatimes.com/markets/stocks/news/indusind-bank-wipro-infosys-tcs-are-emkays-preferred-picks-amid-volatility-heres-why/articleshow/124193765.cms,TCS
2025-09-28,Mcap of top-10 most valued firms drops by ₹2.99 lakh cr; TCS hit hard,BusinessLine,https://www.thehindubusinessline.com/companies/mcap-of-top-10-most-valued-firms-drops-by-299-lakh-cr-tcs-hit-hard/article70104620.ece,TCS
2025-09-28,Market cap of top-10 most valued firms drops by Rs 2.99 lakh cr; TCS hit hard,The Times of India,https://economictimes.indiatimes.com/markets/stocks/news/market-cap-of-top-10-most-valued-firms-drops-by-rs-2-99-lakh-cr-tcs-hit-hard/articleshow/124191203.cms,TCS
2025-09-28,China Medical System (867.HK; 8A8.SG) Positive Results from China Phase 3 Clinical Trial of Innovative Drug Ruxolitinib Cream with AD Indication,GlobeNewswire,https://www.globenewswire.com/news-release/2025/09/28/3157343/0/en/China-Medical-System-867-HK-8A8-SG-Positive-Results-from-China-Phase-3-Clinical-Trial-of-Innovative-Drug-Ruxolitinib-Cream-with-AD-Indication.html,TCS
2025-09-28,"Will Laurus Labs, Wockhardt see more pain on Monday? Anand James reads the charts",The Times of India,https://economictimes.indiatimes.com/markets/stocks/news/will-laurus-labs-wockhardt-see-more-pain-on-monday-anand-james-reads-the-charts/articleshow/124190472.cms,TCS
2025-09-27,H1B visa hike and the fate of Indian Engineering Higher Education,Statetimes.in,https://statetimes.in/h1b-visa-hike-and-the-fate-of-indian-engineering-higher-education/,TCS
2025-09-27,"Amazon leads H-1B visa approvals in early 2025; TCS, Microsoft, Meta close behind",The Times of India,https://economictimes.indiatimes.com/tech/technology/amazon-leads-h-1b-visa-approvals-in-early-2025-tcs-microsoft-meta-close-behind/articleshow/124182638.cms,TCS
2025-09-27,businessline Changemaker awards 2025 | Young Changemaker: Kalyani Shinde,BusinessLine,https://www.thehindubusinessline.com/multimedia/video/businessline-changemaker-awards-2025-young-changemaker-kalyani-shinde/article70101463.ece,TCS
2025-09-27,TCS confirms onboarding for 650 delayed lateral hires,The Times of India,https://economictimes.indiatimes.com/jobs/hr-policies-trends/tcs-confirms-onboarding-for-650-delayed-lateral-hires/articleshow/124178679.cms,TCS
2025-09-27,Trump’s dual shocks thwart bets on Indian stock market rebound,The Times of India,https://economictimes.indiatimes.com/markets/stocks/news/trumps-dual-shocks-thwart-bets-on-indian-stock-market-rebound/articleshow/124178789.cms,TCS
2025-09-27,"Market bloodbath: 440 of BSE 500 stocks end week in red, 17 sink in double-digits amid IT, pharma rout",The Times of India,https://economictimes.indiatimes.com/markets/stocks/news/market-bloodbath-440-of-bse-500-stocks-end-week-in-red-17-sink-in-double-digits-amid-it-pharma-rout/articleshow/124178016.cms,TCS
2025-09-26,TCS to honour all lateral hire offers this month,The Times of India,https://timesofindia.indiatimes.com/business/india-business/tcs-to-honour-all-lateral-hire-offers-this-month/articleshow/124169432.cms,TCS
2025-09-26,"4,679 mobile 4G towers in MP among over 97,500 to be commissioned by PM today",Statetimes.in,https://statetimes.in/4679-mobile-4g-towers-in-mp-among-over-97500-to-be-commissioned-by-pm-today/,TCS
2025-09-26,'What Is TCS Role?' UK Trade Panel Questions Indian IT Major Amid JLR Cyber Attack Row,Ndtvprofit.com,https://www.ndtvprofit.com/business/what-is-tcs-role-uk-trade-panel-questions-indian-it-major-amid-jlr-cyber-attack-row,TCS
2025-09-26,"Buy, Sell Or Hold: Reliance Industries, TCS, Trent, Whirlpool, Coforge - Ask Profit",Ndtvprofit.com,https://www.ndtvprofit.com/markets/buy-sell-or-hold-reliance-industries-tcs-trent-whirlpool-coforge-ask-profit,TCS
2025-09-26,Huge sale on Fuse Audio Labs plugins at Plugin Boutique,Bedroomproducersblog.com,https://bedroomproducersblog.com/2025/09/26/fuse-audio-labs-pib-sale/,TCS
2025-09-26,BSNL clocks over 20 million 4G users; plans enterprise push with private 5G,Livemint,https://www.livemint.com/companies/news/bsnl-4g-launch-bsnl-private-5g-captive-5g-networks-india-edge-data-center-bsnl-11758886393933.html,TCS
