Date,Close,High,Low,Open,Volume,finbert_sentiment
2020-01-01,675.32421875,683.1529137163456,673.490123328754,679.0819971118469,14004468,0.0
2020-01-02,686.8212280273438,689.3487905881979,676.397899264457,676.397899264457,17710316,0.0
2020-01-03,687.6487426757812,689.6618336947733,681.3186685693929,685.79219089493,20984698,0.0
2020-01-06,671.7006225585938,683.5107049345103,670.1348718060082,679.9766568901101,24519177,0.0
2020-01-07,682.0345458984375,686.4633346701793,677.0688889990518,679.5293205694625,16683622,0.0
2020-01-08,676.912353515625,686.440941615489,675.5032015883575,677.7399630034671,16047902,0.0
2020-01-09,692.5025634765625,693.3972440896104,685.0094043047601,688.2974451452224,14982742,0.0
2020-01-10,692.3460083007812,696.9537331994524,688.7671661721967,694.247234586273,12478359,0.0
2020-01-13,690.5790405273438,697.289325272827,688.2080768341074,691.182979891191,18282382,0.0
2020-01-14,684.1818237304688,693.3972733335526,680.8043146862556,688.9237506296278,15816535,0.0
2020-01-15,681.6990356445312,688.8790573291237,679.1938699492092,687.0672990416617,15817859,0.0
2020-01-16,687.9843139648438,690.4224084594933,683.55552505049,684.0029251254354,12847975,0.0
2020-01-17,707.2652587890625,709.0322829800654,694.8288390890643,694.9630411899628,29463471,0.0
2020-01-20,685.5015869140625,719.7912122876511,682.839822082319,719.7912122876511,32545850,0.0
2020-01-21,686.1949462890625,691.5408127343894,680.8714169985212,683.8239827310947,18922720,0.0
2020-01-22,685.9488525390625,691.9433921150559,684.9423069375898,690.7131763493682,10322817,0.0
2020-01-23,683.0411376953125,689.796156393504,680.2899048582964,687.3580618125278,11247739,0.0
2020-01-24,680.6700439453125,687.2908592684342,679.3279633794755,683.1080783353278,14628445,0.0
2020-01-27,673.9597778320312,681.9674086637826,673.2663704558863,677.6952189115842,13387750,0.0
2020-01-28,658.3919067382812,675.5031818296184,654.7459935025485,674.8768456496997,24532236,0.0
2020-01-29,662.0154418945312,668.5243925324733,654.9472262974796,659.4207487202938,24746565,0.0
2020-01-30,645.8660278320312,661.9483606637074,644.1884717288344,661.6352224321117,22402689,0.0
2020-01-31,631.506103515625,650.1160022926447,629.5154088076667,650.0041373264569,34750310,0.0
2020-02-03,619.8077392578125,626.2720164126083,609.7646795449248,612.8290505582687,30712290,0.0
2020-02-04,638.1044921875,640.8333280510134,625.3101998110101,626.2943485822723,25383901,0.0
2020-02-05,647.9909057617188,649.9145288544571,639.849132797698,641.9068982608502,18472100,0.0
2020-02-06,652.1513671875,656.267018049872,644.2332634474068,650.496207815146,15538577,0.0
2020-02-07,641.3478393554688,649.7133433335028,638.9544787429636,649.1094039600182,12209212,0.0
2020-02-10,642.22021484375,646.6490042608419,630.969275278225,638.8203083482963,15142476,0.0
2020-02-11,649.8922729492188,655.9091502920886,646.4476326193693,647.4989123607826,13999816,0.0
2020-02-12,657.7432861328125,659.7787743619559,650.8987994375913,651.4132707150139,13533565,0.0
2020-02-13,659.465576171875,661.076061195236,654.2986456938107,661.076061195236,13565659,0.0
2020-02-14,665.4824829101562,671.6782959370149,650.0487633667867,660.8523610746443,21227841,0.0
2020-02-17,661.2997436523438,673.7808982963232,659.5327193324579,666.108801931165,13149130,0.0
2020-02-18,656.4458618164062,660.248373884015,651.9723392868693,660.248373884015,11127161,0.0
2020-02-19,672.7295532226562,673.9150349477495,659.8905275306022,661.7917537765035,14084409,0.0
2020-02-20,664.7443237304688,674.6084467350322,663.7825121618259,669.687583672214,16892268,0.0
2020-02-24,646.4028930664062,660.7405401434429,643.9871953423907,657.4972328720769,21370214,0.0
2020-02-25,633.6309814453125,649.2883120922913,630.7678836964259,649.2883120922913,27745062,0.0
2020-02-26,622.7153930664062,631.819036307346,620.6352309520773,630.7677568122007,29362748,0.0
2020-02-27,620.1432495117188,623.5207586374837,612.4263599498594,620.9260652375485,25054993,0.0
2020-02-28,594.3756713867188,607.0581581658521,592.7428492925397,606.1186837322065,39315769,0.0
2020-03-02,588.7838745117188,612.4264415419138,582.0511925175142,606.2082308653773,29500495,0.0
2020-03-03,600.7280883789062,605.6713484615526,591.4007735026032,594.8454135797672,27398798,0.0
2020-03-04,599.3189697265625,605.6266480626504,585.0931280116588,604.821435403794,22105261,0.0
2020-03-05,586.5469970703125,607.4831207123542,584.2431048990697,604.9108243565992,30510390,0.0
2020-03-06,568.585693359375,576.2578480858582,555.2098603549766,568.1383530699313,33734039,0.0
2020-03-09,498.41845703125,555.1651920392663,489.85165057435484,554.7401888514859,88187018,0.0
2020-03-11,516.044189453125,527.183262933386,495.6672390040311,495.6672390040311,59578576,0.0
2020-03-12,475.5363464355469,492.5357574215292,469.13920029845366,485.3781326945414,55970485,0.0
2020-03-13,494.4593811035156,509.98250923399024,421.58557799627334,446.45838815033005,73297403,0.0
2020-03-16,454.3765563964844,483.00714524632815,449.58986531183916,474.4403385952524,38482258,0.0
2020-03-17,450.9319152832031,474.19426900063905,448.78462201274766,468.49050072051966,45445979,0.0
2020-03-18,433.2615051269531,463.41311163950786,429.9063628131876,458.6711544738802,44730415,0.0
2020-03-19,410.53594970703125,432.5904563115507,399.128442171934,411.60959642106957,61404010,0.0
2020-03-20,455.3830871582031,462.9657149231966,416.03836966442924,420.2882223245293,63360475,0.0
2020-03-23,395.4825134277344,424.98544483853334,391.72473514239124,409.86489349215907,40670949,0.0
2020-03-24,422.0329284667969,433.9325104811008,400.73893016882965,416.03838849257653,45734887,0.0
2020-03-25,484.1478576660156,515.1494078462537,430.912866475202,431.15890365113535,73130298,0.0
2020-03-26,476.96783447265625,499.648645569476,466.2984692637249,490.2094960975014,45744488,0.0
2020-03-27,476.6994323730469,495.3540612398386,468.02079126607595,489.8516259919914,41657940,0.0
2020-03-30,460.9749755859375,480.81508630927294,456.30014975804846,465.51562917935905,30229866,0.0
2020-03-31,498.239501953125,505.4194933506304,468.8260394087323,480.43484934010263,44292810,0.0
2020-04-01,483.3426818847656,503.09329603601816,467.5734864710347,502.04201634176945,41597459,0.0
2020-04-03,482.0005798339844,507.4997254458984,472.5390630031507,507.4997254458984,41367807,0.0
2020-04-07,539.5526123046875,543.086660841312,492.08842686836795,493.0278714782651,54373624,0.0
2020-04-08,533.31201171875,549.7970116946221,518.9296308909336,527.8766770166352,49880330,0.0
2020-04-09,545.7483520507812,551.4968241624882,533.692202595293,543.0865877041133,33032857,0.0
2020-04-13,531.9699096679688,543.5339847346166,527.8765966727111,538.5907251822866,23673784,0.0
2020-04-15,514.388916015625,552.9283884903713,511.32454531609477,535.50397581859,35321842,0.0
2020-04-16,522.5308837890625,531.2095269171233,512.2194182504446,514.3890491699482,37455706,0.0
2020-04-17,547.5601196289062,550.2442808995188,533.535612903734,543.9813374764348,33269335,0.0
2020-04-20,556.4178466796875,562.3228590945811,537.7184814324796,548.4549490845818,36030932,0.0
2020-04-21,553.5323486328125,560.0860337092978,520.7190100428373,541.2972025264376,61371628,0.0
2020-04-22,610.0106811523438,619.5393292310587,581.5590584712065,590.5061043699907,142683366,0.0
2020-04-23,613.2763671875,619.9643142606366,605.4029383592604,611.6882791292506,65464502,0.0
2020-04-24,633.8993530273438,668.7705176942633,602.6741016877038,603.9937855419026,134986308,0.0
2020-04-27,639.6031494140625,659.8458688421625,636.5835122845931,641.5043758770541,58482901,0.0
2020-04-28,638.8873291015625,651.1000185601599,622.7825996528488,648.6619839341811,78453401,0.0
2020-04-29,638.3505249023438,650.2948710877204,635.2414197546999,646.3805532770238,37494672,0.0
2020-04-30,655.8197021484375,668.7705945819996,643.3162098274911,650.4291011653437,71345899,0.0
2020-05-04,642.0411987304688,655.3722993617022,634.100638844068,644.1884921115068,53456868,0.0
2020-05-05,653.42626953125,661.6352335022636,647.409392668105,650.3172243173109,44903763,0.0
2020-05-06,653.4711303710938,664.2970662951958,646.6489804736161,654.9250164824371,40489094,0.0
2020-05-07,674.1387939453125,677.1360939711861,646.4253105657003,650.8988338602702,50026966,0.0
2020-05-08,698.6761474609375,706.7731874423821,687.6264818225529,691.1605902433332,84262770,0.0
2020-05-11,705.3863525390625,722.475230772329,703.3732613494101,706.817841580586,67085063,0.0
2020-05-12,661.7471313476562,701.6063555726146,655.3723813215827,700.0182075617154,100683202,0.0
2020-05-13,675.7871704101562,689.5833490177412,656.6169951579172,689.5833490177412,66430125,0.0
2020-05-14,648.4658203125,675.9001491489479,645.8014275181612,663.3909829522006,49266771,0.0
2020-05-15,659.0556640625,662.3523056062347,639.0500542508714,652.101104371265,62152260,0.0
2020-05-18,650.6334228515625,669.2616544401022,644.875632962838,663.842565100716,62796089,0.0
2020-05-19,636.2501220703125,660.0943173105137,633.6986696085636,657.9718098763932,42315854,0.0
2020-05-20,647.44970703125,653.3881649537279,629.0698124523583,636.7469251931129,55320985,0.0
2020-05-21,650.8591918945312,659.9813507786306,643.5207801115246,648.0367074472184,39167981,0.0
2020-05-22,646.478759765625,658.4234038155449,644.1982199074185,655.6235549779989,37828973,0.0
2020-05-26,643.091796875,654.6751640177939,639.5919112653286,653.9751868958597,33216635,0.0
2020-05-27,652.801025390625,656.6169755944526,637.6500451152108,646.2303189230815,35667956,0.0
2020-05-28,664.8585815429688,668.2455271815335,654.359044090917,657.0685886567666,40126278,0.0
2020-05-29,661.3135986328125,664.7456963541632,656.007389810822,662.9393134152917,40022527,0.0
2020-06-01,686.5802001953125,694.7088927990874,666.5294410326688,668.3583998547684,39943702,0.0
2020-06-02,693.51220703125,695.4541060723005,686.7834677262479,689.1317954741431,22153960,0.0
2020-06-03,696.1992797851562,704.4860062831307,692.4509975159605,697.7121144364211,25381289,0.0
2020-06-04,713.427490234375,717.8079613810611,695.905665372641,697.2604077785676,34202350,0.0
2020-06-05,714.285400390625,730.6782411050633,710.6726350272496,720.2915854791104,33076685,0.0
2020-06-08,708.7760009765625,730.8589637156836,706.7438576363093,730.8589637156836,31414953,0.0
2020-06-09,694.1670532226562,714.8726404733965,692.29294201313,704.6214390965813,25857161,0.0
2020-06-10,709.9728393554688,713.3146329578219,695.4766830422209,696.8540015463917,22132647,0.0
2020-06-11,694.4154663085938,708.0761301554923,691.3897970340737,707.1955445300772,20385805,0.0
2020-06-12,717.4918823242188,719.3885695925972,676.0355556331963,677.3903578499011,38548899,0.0
2020-06-15,729.1203002929688,734.7200570938134,704.9826184513221,706.7438491417104,53107403,0.0
2020-06-16,730.5429077148438,744.474543171046,715.9112353938917,741.9682427707079,51187003,0.0
2020-06-17,729.4816284179688,738.5586354119855,723.4980185831051,726.2752912652263,41782053,0.0
2020-06-18,747.7937622070312,751.9032611106536,725.0786081018418,725.7108570793259,40471557,0.0
2020-06-19,794.5338134765625,807.810625482609,750.5486065093829,754.1613131856782,105804173,0.0
2020-06-22,788.5501098632812,814.7650899304879,783.5148135515716,800.8560305108304,60198705,0.0
2020-06-23,777.1473388671875,796.4981230069162,774.9796793150689,790.2886927800162,37962078,0.0
2020-06-24,780.285888671875,800.5398941664224,772.9926883895107,783.9212306484618,51586221,0.0
2020-06-25,775.79248046875,789.837054705863,773.6022450212416,779.9019790081456,39679374,0.0
2020-06-26,786.5179443359375,791.191964274281,775.3861571652835,780.7150021666101,30921913,0.0
2020-06-29,778.1634521484375,785.6598967514907,774.7313543352946,780.3762638421109,25621946,0.0
2020-06-30,769.5606689453125,786.2244265425657,765.69950630874,784.4181031225515,30276420,0.0
2020-07-01,784.68896484375,789.8371415415186,771.3443662186169,776.7409392467646,28464103,0.0
2020-07-02,798.19775390625,801.4851428535685,786.7259244633,790.3307243392775,28789533,0.0
2020-07-03,810.6897583007812,813.0023064997346,801.6664846343106,807.0169546549783,29434266,0.0
2020-07-06,839.6639404296875,842.4751826446228,812.5940628292079,818.4433464240967,47016185,0.0
2020-07-07,826.8092041015625,845.3545651080822,819.0329064848479,843.3821557977242,35189589,0.0
2020-07-08,815.2694702148438,832.0237061429656,811.6420023700266,827.0813186844387,26204095,0.0
2020-07-09,827.1719970703125,832.0463807901345,809.9416146203339,820.257200151335,36418942,0.0
2020-07-10,851.5665893554688,854.5365672443328,827.1719444149811,829.0990778284718,43759967,0.0
2020-07-13,877.3895263671875,883.1480789947044,861.519399808991,863.0383906975433,69608392,0.0
2020-07-14,869.2277221679688,880.4274760561808,855.7608159923657,876.9360759259316,67331128,0.0
2020-07-15,836.1272583007812,897.2498214760561,815.2694681656544,878.7271275560773,139669773,0.0
2020-07-16,835.855224609375,847.463061457531,821.8214999600007,837.4875551151266,60961724,0.0
2020-07-17,866.8245239257812,870.5879989548259,833.4066071401047,836.5806561826539,49726765,0.0
2020-07-20,870.5426025390625,876.0291396123432,861.3606541786958,869.5904298045907,36592938,0.0
2020-07-21,893.9624633789062,896.4336871713532,878.0697280668562,879.2033043086632,42173371,0.0
2020-07-22,908.67626953125,911.3968402873401,889.0426683207968,899.1541819328522,59771457,0.0
2020-07-23,933.0708618164062,943.0009721388485,902.9403320698102,908.6535486923683,58333751,0.0
2020-07-24,973.1315307617188,980.771821076851,933.0708895039387,933.1615612066566,120597372,0.0
2020-07-27,977.6884765625,997.004667049382,964.8563920667285,987.9360577935167,80304827,0.0
2020-07-28,987.437255859375,994.8281988813131,975.1719293046234,977.688488793748,55114422,0.0
2020-07-29,950.6867065429688,989.7497800002742,938.8067942555714,987.5280233959866,72663399,0.0
2020-07-30,956.2185668945312,970.2068959629854,939.5096069794463,951.7522658851112,72857444,0.0
2020-07-31,937.2877807617188,965.3551702803413,930.803734578172,958.7804523943249,74958061,0.0
2020-08-03,910.9434814453125,932.708168854675,908.268186395727,930.1236054784066,46715383,0.0
2020-08-04,975.1492309570312,982.5855095976556,906.9758674005031,916.2032119273854,92041055,0.0
2020-08-05,964.1989135742188,995.7350350128565,960.5034420662862,983.4924363615606,74549993,0.0
2020-08-06,967.6676025390625,982.9029063632007,955.7423553761497,978.0511909769217,49322975,0.0
2020-08-07,973.2675170898438,978.41397565965,961.3649973579197,965.7178986420788,32984416,0.0
2020-08-10,961.206298828125,981.6787342996001,955.8784966522267,979.0034992486231,26958997,0.0
2020-08-11,967.5316162109375,979.4115277857607,952.3643158271037,967.9850346750636,46828306,0.0
2020-08-12,964.7203369140625,972.6100942320181,955.2889807683499,961.727691023823,30264617,0.0
2020-08-13,962.2037963867188,969.8440862641454,956.7399270901238,964.901699164418,24830322,0.0
2020-08-14,958.4630126953125,978.0512181796919,947.331262509623,962.4304992398274,33224635,0.0
2020-08-17,948.2835083007812,954.4728113825545,938.6480809006554,954.4728113825545,30979066,0.0
2020-08-18,960.6168212890625,967.7583570068861,944.2026051100721,945.4041850307872,30547672,0.0
2020-08-19,966.5114135742188,976.6909912734272,961.8864371354927,970.7963711289713,34087543,0.0
2020-08-20,950.8679809570312,963.0426353692126,946.7644269706007,961.2742374165047,22537845,0.0
2020-08-21,943.9759521484375,962.1812358935966,941.7768034296275,960.3675019003482,25280895,0.0
2020-08-24,950.2786254882812,954.2461122540436,938.8294637469554,948.3062160685006,32717218,0.0
2020-08-25,944.0891723632812,957.3293988551819,942.2301027513665,954.926179130093,19388008,0.0
2020-08-26,969.11865234375,973.9477001185352,928.1738418761494,945.404223995661,59870421,0.0
2020-08-27,957.0120239257812,974.8772272109728,953.6792992534803,973.9703303109421,28085062,0.0
2020-08-28,959.528564453125,967.1235185049004,955.0395957954092,961.2742345079785,27166900,0.0
2020-08-31,943.4544677734375,985.7595929976718,934.2271229260566,985.7595929976718,62076132,0.0
2020-09-01,946.4243774414062,962.362446519786,935.1565603111148,952.205597527122,38616258,0.0
2020-09-02,964.9923706054688,969.4360033995823,945.4041656068121,948.5781547637196,26949439,0.0
2020-09-03,957.6921997070312,969.7761228830589,953.5659776492615,964.9017393534515,18586429,0.0
2020-09-04,941.8900756835938,950.8226774812872,939.6002554209449,944.7467140146105,28475945,0.0
2020-09-07,944.338623046875,954.8128835439741,926.9268380792043,944.950776960414,21926473,0.0
2020-09-08,955.425048828125,961.7276915670202,943.3637335909106,948.578195976428,27397082,0.0
2020-09-09,980.023681640625,982.9483238635318,943.7945186882138,945.4042412879571,55310877,0.0
2020-09-10,1049.2398681640625,1063.2735913062183,986.3715829983507,989.8857107486725,140304404,0.0
2020-09-11,1051.8472900390625,1060.054399431229,1037.0428539822522,1048.3332813865745,59470807,0.0
2020-09-14,1044.048095703125,1070.097737564955,1034.7300199764575,1054.2276724587873,44063445,0.0
2020-09-15,1051.4390869140625,1054.5677402462597,1037.5187024549093,1048.3104335818653,27178393,0.0
2020-09-16,1054.0235595703125,1074.3372576523657,1047.6755813917168,1051.9604186878269,33952295,0.0
2020-09-17,1042.3250732421875,1058.1724701146538,1039.19630018031,1051.960379773106,25828669,0.0
2020-09-18,1045.4765625,1051.711201831605,1032.2590023834325,1049.35337764639,33074915,0.0
2020-09-21,1022.873046875,1059.2154905008208,1019.0187796989217,1042.8919445959598,33627381,0.0
2020-09-22,1002.6045532226562,1032.4629482711289,998.2515919553894,1032.4629482711289,34792254,0.0
2020-09-23,1011.5143432617188,1032.3495230627832,999.9519032941756,1024.7545693680095,42988708,0.0
2020-09-24,989.0243530273438,1009.3379933129081,986.689136840463,1001.1309446575593,29826318,0.0
2020-09-25,998.319580078125,1003.3526989604931,982.7215890510984,992.561027630643,28374935,0.0
2020-09-28,1004.9169921875,1014.7791583315967,1000.7454344947183,1009.7913754651387,19666849,0.0
2020-09-29,1017.9759521484375,1026.5684158540985,1004.9171271998327,1008.884674108282,25842539,0.0
2020-09-30,1013.1242065429688,1027.928640481229,1008.8845849148897,1024.7546512095244,24465159,0.0
2020-10-01,1008.9979248046875,1026.4776536649397,1003.8968020817645,1026.4776536649397,20783227,0.0
2020-10-05,1003.0806274414062,1019.8348626021702,1000.2693849664739,1017.4997065200467,18922799,0.0
2020-10-06,1002.2417602539062,1012.9200316663944,998.2968817912705,1008.9978810960307,18412175,0.0
2020-10-07,1023.62109375,1046.9727737786616,1006.6173920088511,1013.4188487180892,53170865,0.0
2020-10-08,1015.345947265625,1028.3821636698403,1007.5696492243518,1024.3012173405473,21077808,0.0
2020-10-09,1012.7160034179688,1021.5806008725526,1005.3023929613358,1013.4188289931045,18545499,0.0
2020-10-12,1014.348388671875,1022.8275119437076,1009.4513972409951,1013.4188838080661,14226473,0.0
2020-10-13,1034.140869140625,1036.4306896985922,1009.2700740618499,1011.4238870505349,23112012,0.0
2020-10-14,1037.22412109375,1044.7057362892785,1028.6088696874467,1033.324638008591,26742011,0.0
2020-10-15,1000.4960327148438,1038.3575230267356,995.2815705789496,1038.3575230267356,20036197,0.0
2020-10-16,986.5757446289062,1012.285249528179,985.1474254749343,1004.3502763795697,21583600,0.0
2020-10-19,986.757080078125,1010.5622392043457,977.2123844835455,993.0371147391401,31200385,0.0
2020-10-20,977.552490234375,994.3747895538761,975.8974318290545,988.0267509433463,18482288,0.0
2020-10-21,963.360107421875,993.9213889927784,951.1854522370077,983.0390454596967,34082321,0.0
2020-10-22,955.35693359375,966.9421018379,948.1247264007278,964.6296137675083,30802210,0.0
2020-10-23,958.1229248046875,968.0757029274415,950.5733065108839,954.9262077062731,23422125,0.0
2020-10-26,920.0573120117188,953.0897537107387,915.2509326492706,953.0897537107387,37324416,0.0
2020-10-27,922.5059204101562,934.0003573150689,909.129685940206,922.6872638083931,36478896,0.0
2020-10-28,912.0542602539062,933.0254473288481,910.2178586428503,925.8158484232022,29924017,0.0
2020-10-29,919.059814453125,925.9066672658702,902.7816655110513,905.5022363151312,30655304,0.0
2020-10-30,931.5745239257812,936.3809035347286,916.7473024873174,922.0524364064571,34021563,0.0
2020-11-02,851.2944946289062,919.105110257612,842.9967150587656,919.105110257612,99366895,0.0
2020-11-03,839.0292358398438,865.6003029117848,832.0917710410919,856.9851117444604,88691623,0.0
2020-11-04,867.5046997070312,874.6689636295238,832.9532636853438,832.9532636853438,80180117,0.0
2020-11-05,886.4580688476562,889.1559715685411,876.029144746573,886.4354009237527,37205373,0.0
