Date,Close,High,Low,Open,Volume,finbert_sentiment
2020-01-01,642.8439331054688,645.5920828656746,639.0925303006584,641.2299741976633,2112415,0.0
2020-01-02,640.9682006835938,646.2899514806122,637.6530090437269,644.6323822848748,5658200,0.0
2020-01-03,650.8265991210938,652.5714425503728,640.2703176733137,640.2703176733137,7882938,0.0
2020-01-06,644.5887451171875,657.6314600477452,642.5385754426278,650.9138023771454,6519403,0.0
2020-01-07,635.0357055664062,647.8602605205537,632.5928824814365,643.847142449627,7899363,0.0
2020-01-08,626.5732421875,635.9953853955332,617.9362465185743,632.4620883485698,8639443,0.0
2020-01-09,634.7303466796875,638.1764227701614,623.1707600744863,629.6267014401435,13521186,0.0
2020-01-10,643.9781494140625,648.1221528124839,637.3041015888241,645.9847088309867,9341405,0.0
2020-01-13,674.86181640625,678.3078928782691,658.67840401684,663.0405126527131,36952038,0.0
2020-01-14,676.69384765625,677.8279851072153,669.3218743523908,671.7210337960593,11414418,0.0
2020-01-15,669.6273193359375,675.1235658407224,664.9162737240072,675.1235658407224,6047430,0.0
2020-01-16,669.1475219726562,673.9458418824993,663.2586748105762,672.3754932889582,5740586,0.0
2020-01-17,669.8889770507812,674.2947492082234,665.003436859274,672.3754108299904,3762957,0.0
2020-01-20,670.4124145507812,675.6033339169817,665.614095569122,673.1605107457881,3887680,0.0
2020-01-21,665.2215576171875,672.2009313364498,663.6948196160988,670.412477470568,4448374,0.0
2020-01-22,671.939208984375,678.7440876452785,668.2750271674593,670.4124709980264,9733935,0.0
2020-01-23,684.2839965820312,685.2873029206764,677.6100019653888,677.958938725666,12528017,0.0
2020-01-24,682.8880004882812,686.1595814551686,674.9053216297209,676.7810493500915,7540490,0.0
2020-01-27,678.831298828125,684.6765348278285,675.6033811589165,679.6601100871358,3741610,0.0
2020-01-28,678.7440795898438,682.0592713854624,673.5095494130584,681.3613446782365,5121009,0.0
2020-01-29,688.951416015625,691.6559019425995,684.1967071777173,686.2468768402565,6832757,0.0
2020-01-30,681.0994873046875,688.9512809384714,678.7439385648756,688.9512809384714,3859680,0.0
2020-01-31,676.95556640625,684.8073609829742,673.1605004117994,680.9686845572197,6092028,0.0
2020-02-03,669.4963989257812,690.0419182384462,666.9663548285138,682.2337337814229,6416745,0.0
2020-02-04,687.33740234375,689.1259093944145,671.8519174549194,671.8519174549194,5771311,0.0
2020-02-05,684.4585571289062,685.7235794709954,675.6035072310906,681.3614701868288,6310409,0.0
2020-02-06,672.9424438476562,686.4213694989833,671.764695875025,684.2839257260657,7341622,0.0
2020-02-07,678.13330078125,679.4855436150638,672.6370553367366,676.9555529175645,2853344,0.0
2020-02-10,674.5564575195312,678.7440709580254,671.5465920564782,675.2543842178814,3827682,0.0
2020-02-11,674.86181640625,679.7037463423899,671.0668031923989,679.616525469031,4312817,0.0
2020-02-12,681.4049682617188,683.324306679921,676.2140484198972,676.8247542686519,2948825,0.0
2020-02-13,691.1760864257812,692.7028243888549,682.4082590589513,684.8510291501902,4387430,0.0
2020-02-14,686.1160278320312,697.2394040404043,684.5020158057024,693.1390115727373,5321680,0.0
2020-02-17,688.7332153320312,692.2229015930097,683.3678014064224,689.4747523631346,2929629,0.0
2020-02-18,695.88720703125,697.1085654915707,683.673302937667,684.8510509616184,5083346,0.0
2020-02-19,698.3300170898438,702.1686409323424,694.5786141250659,697.9374166433021,3985192,0.0
2020-02-20,695.3201293945312,703.2591459590245,692.5719796038388,700.7727652900342,4564569,0.0
2020-02-24,694.3167724609375,708.0574139156396,691.0888548448969,698.0245645995079,6627536,0.0
2020-02-25,696.54150390625,703.1718875014468,693.9242388162943,697.0649356248833,6996695,0.0
2020-02-26,682.8880004882812,699.202294892837,680.9250519081488,692.6591329590624,8760569,0.0
2020-02-27,678.6131591796875,681.1432032641432,673.6840088060297,678.7440437265493,5223386,0.0
2020-02-28,638.3510131835938,660.2487780856846,629.9321218904496,654.3163207604695,14123957,0.0
2020-03-02,646.508056640625,668.1877667114658,640.1393892102559,642.9747595883592,9821523,0.0
2020-03-03,651.6990966796875,662.1681584737387,646.6826712367047,658.6784712090549,7826587,0.0
2020-03-04,661.9498901367188,664.3490495408387,650.4339143472655,657.7186666688083,11013444,0.0
2020-03-05,658.3294677734375,674.8618715028016,655.8430869473573,666.3121485281598,7755293,0.0
2020-03-06,644.6759643554688,649.0816828704355,636.0825794813358,646.4644180201516,9216022,0.0
2020-03-09,614.5774536132812,633.2472453272751,608.0779015482022,632.0694973768616,10308654,0.0
